"Project","Year","Species","Counts","5yrGeomean","10yrGeomean"
"John Day",2014,"Chinook",649768,460911,339700
"John Day",2014,"Jack.Chinook",116450,111035,76393
"John Day",2014,"Steelhead",203236,206413,244722
"John Day",2014,"Wild.Steelhead",78691,78573,78912
"John Day",2014,"Sockeye",557531,275621,140047
"John Day",2014,"Coho",107853,37441,38400
"John Day",2014,"Jack.Coho",7988,2913,3852
"John Day",2014,"Lamprey",8576,4349,4995
"John Day",2015,"Chinook",808762,514919,375101
"John Day",2015,"Jack.Chinook",82816,114996,86882
"John Day",2015,"Steelhead",179506,188342,238514
"John Day",2015,"Wild.Steelhead",64512,71417,78698
"John Day",2015,"Sockeye",366364,282456,165310
"John Day",2015,"Coho",18762,36433,36306
"John Day",2015,"Jack.Coho",3066,3253,3820
"John Day",2015,"Lamprey",8370,6009,4998
"John Day",2016,"Chinook",451364,538991,396121
"John Day",2016,"Jack.Chinook",55724,95840,92905
"John Day",2016,"Steelhead",130626,164456,225262
"John Day",2016,"Wild.Steelhead",37823,60066,75764
"John Day",2016,"Sockeye",289976,325079,204010
"John Day",2016,"Coho",17019,28060,33932
"John Day",2016,"Jack.Coho",2616,3193,3587
"John Day",2016,"Lamprey",9769,7350,5007
"John Day",2017,"Chinook",272617,517093,419341
"John Day",2017,"Jack.Chinook",41269,78964,89249
"John Day",2017,"Steelhead",83253,143940,202843
"John Day",2017,"Wild.Steelhead",24918,50115,69047
"John Day",2017,"Sockeye",66041,227414,225483
"John Day",2017,"Coho",29080,27846,33485
"John Day",2017,"Jack.Coho",5166,3424,3521
"John Day",2017,"Lamprey",23404,10183,5761
"John Day",2018,"Chinook",201411,419709,405439
"John Day",2018,"Jack.Chinook",28449,57544,82723
"John Day",2018,"Steelhead",73352,123818,177593
"John Day",2018,"Wild.Steelhead",23603,40791,60899
"John Day",2018,"Sockeye",168469,231087,222391
"John Day",2018,"Coho",16859,27893,30715
"John Day",2018,"Jack.Coho",2943,3960,3345
"John Day",2018,"Lamprey",8542,10699,5910
"John Day",2019,"Chinook",211671,335374,393163
"John Day",2019,"Jack.Chinook",38306,46070,71522
"John Day",2019,"Steelhead",51086,93939,139249
"John Day",2019,"Wild.Steelhead",24500,32300,50378
"John Day",2019,"Sockeye",52526,144078,199276
"John Day",2019,"Coho",29865,21575,28422
"John Day",2019,"Jack.Coho",4252,3491,3189
"John Day",2019,"Lamprey",4589,9441,6408
"John Day",2020,"Chinook",304797,275910,376923
"John Day",2020,"Jack.Chinook",48416,41381,68983
"John Day",2020,"Steelhead",79703,79859,122641
"John Day",2020,"Wild.Steelhead",32434,28150,44838
"John Day",2020,"Sockeye",309959,139340,198387
"John Day",2020,"Coho",45989,25813,30666
"John Day",2020,"Jack.Coho",9117,4341,3758
"John Day",2020,"Lamprey",3041,7711,6807
"John Day",2021,"Chinook",11901,133345,268090
"John Day",2021,"Jack.Chinook",548,16419,39668
"John Day",2021,"Steelhead",246,22767,61190
"John Day",2021,"Wild.Steelhead",194,9806,24269
"John Day",2021,"Lamprey",1,1228,3004
"The Dalles",1957,"Chinook",312678,NA,NA
"The Dalles",1957,"Steelhead",129261,NA,NA
"The Dalles",1957,"Sockeye",90196,NA,NA
"The Dalles",1957,"Shad",5106,NA,NA
"The Dalles",1957,"Lamprey",63099,NA,NA
"The Dalles",1958,"Chinook",301962,NA,NA
"The Dalles",1958,"Steelhead",121420,NA,NA
"The Dalles",1958,"Sockeye",111039,NA,NA
"The Dalles",1958,"Shad",4530,NA,NA
"The Dalles",1958,"Lamprey",144253,NA,NA
"The Dalles",1959,"Chinook",207461,NA,NA
"The Dalles",1959,"Steelhead",156090,NA,NA
"The Dalles",1959,"Sockeye",86259,NA,NA
"The Dalles",1959,"Shad",4288,NA,NA
"The Dalles",1959,"Lamprey",296713,NA,NA
"The Dalles",1960,"Chinook",196152,248969,NA
"The Dalles",1960,"Steelhead",111099,128443,NA
"The Dalles",1960,"Sockeye",59441,84652,NA
"The Dalles",1960,"Shad",81053,9469,NA
"The Dalles",1960,"Lamprey",259208,162661,NA
"The Dalles",1961,"Chinook",201335,238616,NA
"The Dalles",1961,"Steelhead",134572,129646,NA
"The Dalles",1961,"Sockeye",16689,61178,NA
"The Dalles",1961,"Shad",113229,15554,NA
"The Dalles",1961,"Lamprey",352444,189865,NA
"The Dalles",1962,"Chinook",186132,215102,NA
"The Dalles",1962,"Steelhead",163301,135851,NA
"The Dalles",1962,"Sockeye",27127,48110,NA
"The Dalles",1962,"Shad",216464,32907,NA
"The Dalles",1962,"Lamprey",83550,200830,NA
"The Dalles",1963,"Chinook",180469,194059,NA
"The Dalles",1963,"Steelhead",118957,135296,NA
"The Dalles",1963,"Sockeye",56931,42093,NA
"The Dalles",1963,"Shad",160958,67207,NA
"The Dalles",1963,"Lamprey",79530,178283,NA
"The Dalles",1964,"Chinook",183842,189424,216220
"The Dalles",1964,"Steelhead",110033,126158,129334
"The Dalles",1964,"Sockeye",79042,41364,56552
"The Dalles",1964,"Shad",158786,138397,38704
"The Dalles",1964,"Lamprey",64252,131287,134222
"The Dalles",1965,"Chinook",195049,189211,213758
"The Dalles",1965,"Steelhead",141052,132327,130586
"The Dalles",1965,"Sockeye",44279,38998,55036
"The Dalles",1965,"Shad",346277,185037,49374
"The Dalles",1965,"Lamprey",45180,92572,118927
"The Dalles",1966,"Chinook",240671,196086,216308
"The Dalles",1966,"Steelhead",146172,134533,132067
"The Dalles",1966,"Sockeye",147886,60332,60754
"The Dalles",1966,"Shad",399028,238050,60848
"The Dalles",1966,"Lamprey",43383,60887,107519
"The Dalles",1967,"Chinook",280112,212789,213942
"The Dalles",1967,"Steelhead",120614,126622,131156
"The Dalles",1967,"Sockeye",120589,81307,62544
"The Dalles",1967,"Shad",138998,217867,84673
"The Dalles",1967,"Lamprey",28309,49037,99237
"The Dalles",1968,"Chinook",262966,229429,211004
"The Dalles",1968,"Steelhead",147481,132184,133731
"The Dalles",1968,"Sockeye",116947,93898,62869
"The Dalles",1968,"Shad",231107,234214,125463
"The Dalles",1968,"Lamprey",57629,45977,90537
"The Dalles",1969,"Chinook",314193,255387,219947
"The Dalles",1969,"Steelhead",112475,132766,129420
"The Dalles",1969,"Sockeye",37226,80771,57802
"The Dalles",1969,"Shad",305887,267031,192240
"The Dalles",1969,"Lamprey",167250,55672,85493
"The Dalles",1970,"Chinook",261430,270795,226357
"The Dalles",1970,"Steelhead",74623,116892,124370
"The Dalles",1970,"Sockeye",77678,90380,59369
"The Dalles",1970,"Shad",308670,260961,219744
"The Dalles",1971,"Chinook",250528,272978,231360
"The Dalles",1971,"Steelhead",151348,117709,125840
"The Dalles",1971,"Sockeye",76103,79135,69097
"The Dalles",1971,"Shad",187549,224387,231118
"The Dalles",1972,"Chinook",268628,270702,240005
"The Dalles",1972,"Steelhead",135303,120445,123495
"The Dalles",1972,"Sockeye",44671,64880,72631
"The Dalles",1972,"Shad",273357,256887,236574
"The Dalles",1973,"Chinook",280945,274307,250866
"The Dalles",1973,"Steelhead",100082,111459,121380
"The Dalles",1973,"Sockeye",52303,55236,72017
"The Dalles",1973,"Shad",781020,327727,277053
"The Dalles",1974,"Chinook",217181,254778,255082
"The Dalles",1974,"Steelhead",70875,101625,116157
"The Dalles",1974,"Sockeye",28827,52482,65108
"The Dalles",1974,"Shad",315393,329739,296733
"The Dalles",1975,"Chinook",217283,245525,257851
"The Dalles",1975,"Steelhead",57675,96522,106220
"The Dalles",1975,"Sockeye",43198,46671,64947
"The Dalles",1975,"Shad",438162,353670,303800
"The Dalles",1976,"Chinook",216163,238386,255096
"The Dalles",1976,"Steelhead",82568,85505,100323
"The Dalles",1976,"Sockeye",27747,38142,54940
"The Dalles",1976,"Shad",508876,431815,311278
"The Dalles",1977,"Chinook",224950,230074,249563
"The Dalles",1977,"Steelhead",133882,85325,101375
"The Dalles",1977,"Sockeye",86252,43507,53129
"The Dalles",1977,"Shad",856502,542623,373354
"The Dalles",1978,"Chinook",199228,214790,242731
"The Dalles",1978,"Steelhead",60485,77149,92731
"The Dalles",1978,"Sockeye",11845,32326,42256
"The Dalles",1978,"Shad",1234723,594675,441465
"The Dalles",1979,"Chinook",150647,199637,225528
"The Dalles",1979,"Steelhead",83364,79695,89994
"The Dalles",1979,"Sockeye",32791,33170,41723
"The Dalles",1979,"Shad",1398224,800985,513922
"The Dalles",1980,"Chinook",93907,168801,203580
"The Dalles",1980,"Jack.Chinook",20016,NA,NA
"The Dalles",1980,"Steelhead",93963,87867,92092
"The Dalles",1980,"Sockeye",42088,32998,39243
"The Dalles",1980,"Coho",3356,NA,NA
"The Dalles",1980,"Jack.Coho",2970,NA,NA
"The Dalles",1980,"Shad",1160752,973297,586708
"The Dalles",1981,"Chinook",101257,145045,185948
"The Dalles",1981,"Jack.Chinook",33919,NA,NA
"The Dalles",1981,"Steelhead",113268,93601,89462
"The Dalles",1981,"Sockeye",35447,34654,36357
"The Dalles",1981,"Coho",2536,NA,NA
"The Dalles",1981,"Jack.Coho",4405,NA,NA
"The Dalles",1981,"Shad",1088958,1133248,699539
"The Dalles",1982,"Chinook",112517,126279,170451
"The Dalles",1982,"Jack.Chinook",60165,NA,NA
"The Dalles",1982,"Steelhead",117434,91179,88203
"The Dalles",1982,"Sockeye",33331,28653,35307
"The Dalles",1982,"Coho",4336,NA,NA
"The Dalles",1982,"Jack.Coho",3047,NA,NA
"The Dalles",1982,"Shad",1002820,1169564,796638
"The Dalles",1983,"Chinook",114808,113098,155860
"The Dalles",1983,"Jack.Chinook",42402,36278,NA
"The Dalles",1983,"Steelhead",170643,112198,93038
"The Dalles",1983,"Sockeye",84203,42416,37029
"The Dalles",1983,"Coho",1203,2581,NA
"The Dalles",1983,"Jack.Coho",2255,3079,NA
"The Dalles",1983,"Shad",1932050,1279127,872161
"The Dalles",1984,"Chinook",132990,110313,148400
"The Dalles",1984,"Jack.Chinook",70847,41474,NA
"The Dalles",1984,"Steelhead",218552,136051,104127
"The Dalles",1984,"Sockeye",101379,53158,41991
"The Dalles",1984,"Coho",1861,2418,NA
"The Dalles",1984,"Jack.Coho",1311,2596,NA
"The Dalles",1984,"Shad",1135982,1227079,991399
"The Dalles",1985,"Chinook",225975,131492,148983
"The Dalles",1985,"Jack.Chinook",145007,61628,NA
"The Dalles",1985,"Steelhead",276023,168771,121776
"The Dalles",1985,"Sockeye",117254,65248,46401
"The Dalles",1985,"Coho",3070,2375,NA
"The Dalles",1985,"Jack.Coho",1555,2281,NA
"The Dalles",1985,"Shad",1389547,1272036,1112685
"The Dalles",1986,"Chinook",266552,159577,152138
"The Dalles",1986,"Jack.Chinook",176461,85707,NA
"The Dalles",1986,"Steelhead",281953,202540,137688
"The Dalles",1986,"Sockeye",48477,69464,49063
"The Dalles",1986,"Coho",3384,2516,NA
"The Dalles",1986,"Jack.Coho",1458,1828,NA
"The Dalles",1986,"Shad",1361854,1330220,1227790
"The Dalles",1987,"Chinook",356115,200930,159290
"The Dalles",1987,"Jack.Chinook",65115,87073,61493
"The Dalles",1987,"Steelhead",217768,229167,144552
"The Dalles",1987,"Sockeye",87599,84273,49140
"The Dalles",1987,"Coho",1357,1994,2417
"The Dalles",1987,"Jack.Coho",1953,1673,2186
"The Dalles",1987,"Shad",1289698,1398867,1279087
"The Dalles",1988,"Chinook",308449,244843,166407
"The Dalles",1988,"Jack.Chinook",69631,96154,62348
"The Dalles",1988,"Steelhead",198499,236203,162793
"The Dalles",1988,"Sockeye",55802,77616,57378
"The Dalles",1988,"Coho",6525,2797,2699
"The Dalles",1988,"Jack.Coho",2701,1734,2238
"The Dalles",1988,"Shad",2008572,1409776,1342864
"The Dalles",1989,"Chinook",253497,278559,175296
"The Dalles",1989,"Jack.Chinook",28671,80240,57688
"The Dalles",1989,"Steelhead",235639,239786,180619
"The Dalles",1989,"Sockeye",39672,64337,58481
"The Dalles",1989,"Coho",7830,3728,3002
"The Dalles",1989,"Jack.Coho",4781,2246,2415
"The Dalles",1989,"Shad",2971017,1708665,1447987
"The Dalles",1990,"Chinook",174762,264603,186529
"The Dalles",1990,"Jack.Chinook",32794,59604,60607
"The Dalles",1990,"Steelhead",129271,206032,186473
"The Dalles",1990,"Sockeye",40230,51945,58218
"The Dalles",1990,"Coho",2305,3521,2892
"The Dalles",1990,"Jack.Coho",2340,2437,2358
"The Dalles",1990,"Shad",3706855,2079138,1626265
"The Dalles",1991,"Chinook",116203,224121,189115
"The Dalles",1991,"Jack.Chinook",36820,43567,61107
"The Dalles",1991,"Steelhead",199853,192328,197368
"The Dalles",1991,"Sockeye",63405,54810,61703
"The Dalles",1991,"Coho",8548,4237,3265
"The Dalles",1991,"Jack.Coho",1053,2284,2043
"The Dalles",1991,"Shad",2191077,2286592,1744038
"The Dalles",1992,"Chinook",141347,186304,193479
"The Dalles",1992,"Jack.Chinook",27160,36577,56435
"The Dalles",1992,"Steelhead",232179,194809,211290
"The Dalles",1992,"Sockeye",66384,51853,66104
"The Dalles",1992,"Coho",2586,4821,3101
"The Dalles",1992,"Jack.Coho",1239,2085,1868
"The Dalles",1992,"Shad",2824313,2674692,1934305
"The Dalles",1993,"Chinook",172655,165890,201537
"The Dalles",1993,"Jack.Chinook",12298,25859,49865
"The Dalles",1993,"Steelhead",124829,177550,204787
"The Dalles",1993,"Sockeye",62252,53000,64138
"The Dalles",1993,"Coho",3944,4359,3492
"The Dalles",1993,"Jack.Coho",416,1434,1577
"The Dalles",1993,"Shad",2394394,2770355,1976254
"The Dalles",1994,"Chinook",136288,146527,202031
"The Dalles",1994,"Jack.Chinook",25470,25254,45016
"The Dalles",1994,"Steelhead",112254,153077,191588
"The Dalles",1994,"Wild.Steelhead",20259,NA,NA
"The Dalles",1994,"Sockeye",9356,39701,50539
"The Dalles",1994,"Coho",3786,3769,3749
"The Dalles",1994,"Jack.Coho",590,944,1456
"The Dalles",1994,"Shad",1801545,2506590,2069522
"The Dalles",1995,"Chinook",108980,133321,187822
"The Dalles",1995,"Jack.Chinook",32813,25257,38800
"The Dalles",1995,"Steelhead",145844,156815,179747
"The Dalles",1995,"Wild.Steelhead",19473,NA,NA
"The Dalles",1995,"Sockeye",7166,28115,38216
"The Dalles",1995,"Coho",2786,3915,3712
"The Dalles",1995,"Jack.Coho",483,688,1295
"The Dalles",1995,"Shad",1959564,2206552,2141898
"The Dalles",1996,"Chinook",154044,141053,177800
"The Dalles",1996,"Jack.Chinook",13867,20776,30086
"The Dalles",1996,"Steelhead",162456,150450,170105
"The Dalles",1996,"Wild.Steelhead",23583,NA,NA
"The Dalles",1996,"Sockeye",25055,23350,35775
"The Dalles",1996,"Coho",3622,3297,3738
"The Dalles",1996,"Jack.Coho",959,676,1242
"The Dalles",1996,"Shad",2648553,2291840,2289215
"The Dalles",1997,"Chinook",207552,152318,168456
"The Dalles",1997,"Jack.Chinook",16249,18748,26186
"The Dalles",1997,"Steelhead",164756,140474,165425
"The Dalles",1997,"Wild.Steelhead",20399,20872,NA
"The Dalles",1997,"Sockeye",32430,20234,32391
"The Dalles",1997,"Coho",4067,3610,4171
"The Dalles",1997,"Jack.Coho",662,596,1115
"The Dalles",1997,"Shad",2571260,2249215,2452745
"The Dalles",1998,"Chinook",133619,144707,154937
"The Dalles",1998,"Jack.Chinook",20513,20767,23174
"The Dalles",1998,"Steelhead",116682,138591,156865
"The Dalles",1998,"Wild.Steelhead",22302,21150,NA
"The Dalles",1998,"Sockeye",8826,13690,26936
"The Dalles",1998,"Coho",8196,4178,4268
"The Dalles",1998,"Jack.Coho",774,675,984
"The Dalles",1998,"Shad",2149097,2201117,2469387
"The Dalles",1999,"Chinook",171079,151439,148963
"The Dalles",1999,"Jack.Chinook",28412,21226,23153
"The Dalles",1999,"Steelhead",156874,148185,150611
"The Dalles",1999,"Wild.Steelhead",41379,24398,NA
"The Dalles",1999,"Sockeye",13715,14778,24222
"The Dalles",1999,"Coho",13393,5379,4503
"The Dalles",1999,"Jack.Coho",1648,829,885
"The Dalles",1999,"Shad",1718679,2180484,2337858
"The Dalles",1999,"Lamprey",10410,NA,NA
"The Dalles",2000,"Chinook",253067,179232,154581
"The Dalles",2000,"Jack.Chinook",63769,24243,24745
"The Dalles",2000,"Steelhead",205241,158664,157737
"The Dalles",2000,"Wild.Steelhead",53716,29887,NA
"The Dalles",2000,"Sockeye",73383,23533,25722
"The Dalles",2000,"Coho",24966,8341,5714
"The Dalles",2000,"Jack.Coho",4570,1299,946
"The Dalles",2000,"Shad",1556619,2082368,2143561
"The Dalles",2000,"Lamprey",8050,NA,NA
"The Dalles",2001,"Chinook",556690,231744,180799
"The Dalles",2001,"Jack.Chinook",72644,33762,26485
"The Dalles",2001,"Steelhead",503327,198931,173001
"The Dalles",2001,"Wild.Steelhead",125117,41728,32274
"The Dalles",2001,"Sockeye",102562,31196,26990
"The Dalles",2001,"Coho",62378,14738,6971
"The Dalles",2001,"Jack.Coho",2179,1531,1017
"The Dalles",2001,"Shad",2724946,2094245,2190816
"The Dalles",2001,"Lamprey",9061,NA,NA
"The Dalles",2002,"Chinook",540173,280601,206738
"The Dalles",2002,"Jack.Chinook",42982,41013,27729
"The Dalles",2002,"Steelhead",387920,236093,182112
"The Dalles",2002,"Wild.Steelhead",116565,59132,37224
"The Dalles",2002,"Sockeye",40554,32622,25692
"The Dalles",2002,"Coho",9765,17559,7961
"The Dalles",2002,"Jack.Coho",3021,2074,1112
"The Dalles",2002,"Shad",3218050,2190366,2219596
"The Dalles",2002,"Lamprey",23417,11548,NA
"The Dalles",2003,"Chinook",556454,373251,232405
"The Dalles",2003,"Jack.Chinook",62007,51169,32598
"The Dalles",2003,"Steelhead",282374,281739,197602
"The Dalles",2003,"Wild.Steelhead",86636,77570,40505
"The Dalles",2003,"Sockeye",34180,42768,24197
"The Dalles",2003,"Coho",43248,24489,10116
"The Dalles",2003,"Jack.Coho",2853,2692,1348
"The Dalles",2003,"Shad",4258889,2511452,2351169
"The Dalles",2003,"Lamprey",28995,13882,NA
"The Dalles",2004,"Chinook",513768,465067,265385
"The Dalles",2004,"Jack.Chinook",48728,56998,34783
"The Dalles",2004,"Steelhead",240955,306989,213287
"The Dalles",2004,"Wild.Steelhead",73773,87080,46093
"The Dalles",2004,"Sockeye",107466,64555,30887
"The Dalles",2004,"Coho",39621,30422,12793
"The Dalles",2004,"Jack.Coho",1919,2775,1517
"The Dalles",2004,"Shad",5472400,3166077,2627467
"The Dalles",2004,"Lamprey",14873,14909,NA
"The Dalles",2005,"Chinook",364914,500388,299475
"The Dalles",2005,"Jack.Chinook",24991,47260,33849
"The Dalles",2005,"Steelhead",244213,317852,224570
"The Dalles",2005,"Wild.Steelhead",72298,92411,52554
"The Dalles",2005,"Sockeye",65273,63061,38523
"The Dalles",2005,"Coho",33942,32349,16426
"The Dalles",2005,"Jack.Coho",2187,2395,1764
"The Dalles",2005,"Shad",6067028,4156044,2941839
"The Dalles",2005,"Lamprey",8361,15022,NA
"The Dalles",2006,"Chinook",314159,446287,321596
"The Dalles",2006,"Jack.Chinook",27212,38834,36209
"The Dalles",2006,"Steelhead",249223,276167,234389
"The Dalles",2006,"Wild.Steelhead",59199,79565,57620
"The Dalles",2006,"Sockeye",30026,49324,39227
"The Dalles",2006,"Coho",31798,28271,20412
"The Dalles",2006,"Jack.Coho",2541,2470,1945
"The Dalles",2006,"Shad",4611592,4617201,3109590
"The Dalles",2006,"Lamprey",6894,14223,12041
"The Dalles",2007,"Chinook",188308,361477,318482
"The Dalles",2007,"Jack.Chinook",65306,42222,41614
"The Dalles",2007,"Steelhead",246960,252318,244071
"The Dalles",2007,"Wild.Steelhead",61499,70013,64343
"The Dalles",2007,"Sockeye",19124,42440,37209
"The Dalles",2007,"Coho",30866,35588,24998
"The Dalles",2007,"Jack.Coho",2096,2296,2182
"The Dalles",2007,"Shad",3591988,4719839,3215303
"The Dalles",2007,"Lamprey",6083,10862,11162
"The Dalles",2008,"Chinook",331468,325899,348773
"The Dalles",2008,"Jack.Chinook",66298,42791,46793
"The Dalles",2008,"Steelhead",277640,251467,266173
"The Dalles",2008,"Wild.Steelhead",78849,68707,73004
"The Dalles",2008,"Sockeye",177984,59033,50246
"The Dalles",2008,"Coho",37982,34676,29141
"The Dalles",2008,"Jack.Coho",4700,2537,2613
"The Dalles",2008,"Shad",1805516,3975467,3159778
"The Dalles",2008,"Lamprey",4599,7516,10215
"The Dalles",2009,"Chinook",350717,301941,374730
"The Dalles",2009,"Jack.Chinook",175120,55267,56126
"The Dalles",2009,"Steelhead",515111,292734,299777
"The Dalles",2009,"Wild.Steelhead",143489,78485,82671
"The Dalles",2009,"Sockeye",155591,63567,64059
"The Dalles",2009,"Coho",68940,38738,34329
"The Dalles",2009,"Jack.Coho",8552,3420,3081
"The Dalles",2009,"Shad",1641362,3124593,3145267
"The Dalles",2009,"Lamprey",2318,5182,8790
"The Dalles",2010,"Chinook",543241,326950,404477
"The Dalles",2010,"Jack.Chinook",75458,68937,57079
"The Dalles",2010,"Steelhead",333033,311471,314645
"The Dalles",2010,"Wild.Steelhead",122543,87220,89778
"The Dalles",2010,"Sockeye",325133,87640,74341
"The Dalles",2010,"Coho",29091,37561,34858
"The Dalles",2010,"Jack.Coho",2283,3450,2875
"The Dalles",2010,"Shad",1241770,2275132,3074987
"The Dalles",2010,"Lamprey",1726,3780,7535
"The Dalles",2011,"Chinook",440862,349875,395151
"The Dalles",2011,"Jack.Chinook",151007,97118,61412
"The Dalles",2011,"Steelhead",299007,323025,298678
"The Dalles",2011,"Wild.Steelhead",103123,97460,88059
"The Dalles",2011,"Sockeye",138293,118949,76597
"The Dalles",2011,"Coho",72120,44245,35368
"The Dalles",2011,"Jack.Coho",4633,3890,3100
"The Dalles",2011,"Lamprey",5003,3545,7101
"The Dalles",2012,"Chinook",413376,409457,384720
"The Dalles",2012,"Jack.Chinook",126554,110857,68415
"The Dalles",2012,"Steelhead",201640,310188,279761
"The Dalles",2012,"Wild.Steelhead",71236,100367,83827
"The Dalles",2012,"Sockeye",410099,219595,96538
"The Dalles",2012,"Coho",31144,44325,39717
"The Dalles",2012,"Jack.Coho",2875,4144,3084
"The Dalles",2012,"Lamprey",6241,3563,6221
"The Dalles",2013,"Chinook",757403,483042,396766
"The Dalles",2013,"Jack.Chinook",141021,128920,74274
"The Dalles",2013,"Steelhead",190750,287755,268999
"The Dalles",2013,"Wild.Steelhead",80347,100746,83198
"The Dalles",2013,"Sockeye",161896,215474,112783
"The Dalles",2013,"Coho",24110,40474,37463
"The Dalles",2013,"Jack.Coho",2572,3673,3053
"The Dalles",2013,"Lamprey",8737,4051,5518
"The Dalles",2014,"Chinook",772107,565626,413262
"The Dalles",2014,"Jack.Chinook",133342,122080,82140
"The Dalles",2014,"Steelhead",255691,250141,270601
"The Dalles",2014,"Wild.Steelhead",101146,93940,85865
"The Dalles",2014,"Sockeye",586188,280934,133635
"The Dalles",2014,"Coho",146803,47079,42705
"The Dalles",2014,"Jack.Coho",10843,3852,3630
"The Dalles",2014,"Lamprey",11662,5597,5386
"The Dalles",2015,"Chinook",953152,632941,454907
"The Dalles",2015,"Jack.Chinook",115226,132866,95705
"The Dalles",2015,"Steelhead",217018,229608,267425
"The Dalles",2015,"Wild.Steelhead",76073,85397,86304
"The Dalles",2015,"Sockeye",429797,297061,161351
"The Dalles",2015,"Coho",23777,45217,41212
"The Dalles",2015,"Jack.Coho",3182,4116,3769
"The Dalles",2015,"Lamprey",12400,8302,5602
"The Dalles",2016,"Chinook",515546,653064,478007
"The Dalles",2016,"Jack.Chinook",69544,113780,105119
"The Dalles",2016,"Steelhead",145027,198674,253331
"The Dalles",2016,"Wild.Steelhead",39602,70520,82903
"The Dalles",2016,"Sockeye",288401,344100,202313
"The Dalles",2016,"Coho",21007,35332,39538
"The Dalles",2016,"Jack.Coho",1902,3445,3661
"The Dalles",2016,"Lamprey",11557,9816,5899
"The Dalles",2017,"Chinook",344577,629715,507780
"The Dalles",2017,"Jack.Chinook",50114,94537,102373
"The Dalles",2017,"Steelhead",97012,171629,230732
"The Dalles",2017,"Wild.Steelhead",26017,57653,76069
"The Dalles",2017,"Sockeye",64058,237368,228309
"The Dalles",2017,"Coho",33772,35909,39896
"The Dalles",2017,"Jack.Coho",3139,3506,3812
"The Dalles",2017,"Lamprey",30696,13499,6936
"The Dalles",2018,"Chinook",234073,497908,490419
"The Dalles",2018,"Jack.Chinook",30671,69678,94778
"The Dalles",2018,"Steelhead",80717,144507,203918
"The Dalles",2018,"Wild.Steelhead",23636,45138,67435
"The Dalles",2018,"Sockeye",152101,234423,224749
"The Dalles",2018,"Coho",21953,35242,37767
"The Dalles",2018,"Jack.Coho",2477,3480,3575
"The Dalles",2018,"Lamprey",10515,14008,7533
"The Dalles",2019,"Chinook",261062,400832,476152
"The Dalles",2019,"Jack.Chinook",40069,54785,81781
"The Dalles",2019,"Steelhead",60994,108494,164738
"The Dalles",2019,"Wild.Steelhead",27532,34796,57173
"The Dalles",2019,"Sockeye",50687,143672,200904
"The Dalles",2019,"Coho",38742,26999,35652
"The Dalles",2019,"Jack.Coho",4488,2917,3352
"The Dalles",2019,"Lamprey",4221,11432,7999
"The Dalles",2020,"Chinook",361548,330189,457154
"The Dalles",2020,"Jack.Chinook",59756,48043,79895
"The Dalles",2020,"Steelhead",97452,92441,145688
"The Dalles",2020,"Wild.Steelhead",37043,30131,50726
"The Dalles",2020,"Sockeye",295776,133325,199012
"The Dalles",2020,"Coho",59548,32441,38300
"The Dalles",2020,"Jack.Coho",12063,3808,3959
"The Dalles",2020,"Lamprey",6758,10125,9169
"The Dalles",2021,"Chinook",17057,166990,330235
"The Dalles",2021,"Jack.Chinook",490,17833,45044
"The Dalles",2021,"Steelhead",182,24299,69481
"The Dalles",2021,"Wild.Steelhead",133,9644,26078
"Bonneville",1938,"Chinook",272395,NA,NA
"Bonneville",1938,"Steelhead",107011,NA,NA
"Bonneville",1938,"Sockeye",75029,NA,NA
"Bonneville",1939,"Chinook",286156,NA,NA
"Bonneville",1939,"Steelhead",121932,NA,NA
"Bonneville",1939,"Sockeye",73382,NA,NA
"Bonneville",1940,"Chinook",391573,NA,NA
"Bonneville",1940,"Steelhead",185161,NA,NA
"Bonneville",1940,"Sockeye",148805,NA,NA
"Bonneville",1941,"Chinook",461443,344495,NA
"Bonneville",1941,"Steelhead",118087,129964,NA
"Bonneville",1941,"Sockeye",65741,85668,NA
"Bonneville",1942,"Chinook",401998,355297,NA
"Bonneville",1942,"Steelhead",151395,133993,NA
"Bonneville",1942,"Sockeye",55474,78537,NA
"Bonneville",1943,"Chinook",313120,365337,NA
"Bonneville",1943,"Steelhead",92151,130046,NA
"Bonneville",1943,"Sockeye",39845,69199,NA
"Bonneville",1944,"Chinook",240763,352932,NA
"Bonneville",1944,"Steelhead",100473,125107,NA
"Bonneville",1944,"Sockeye",15071,50421,NA
"Bonneville",1945,"Chinook",297488,334058,325811
"Bonneville",1945,"Steelhead",120086,114728,121669
"Bonneville",1945,"Sockeye",9501,29083,45077
"Bonneville",1946,"Chinook",446152,331814,337392
"Bonneville",1946,"Steelhead",142806,119174,123854
"Bonneville",1946,"Sockeye",74375,29810,47656
"Bonneville",1946,"Shad",20279,NA,NA
"Bonneville",1946,"Lamprey",75405,NA,NA
"Bonneville",1947,"Chinook",480276,343834,349518
"Bonneville",1947,"Steelhead",135434,116548,124966
"Bonneville",1947,"Sockeye",171139,37343,54155
"Bonneville",1947,"Shad",25818,NA,NA
"Bonneville",1947,"Lamprey",96848,NA,NA
"Bonneville",1948,"Chinook",420555,364730,365033
"Bonneville",1948,"Steelhead",139062,126545,128283
"Bonneville",1948,"Sockeye",131541,47419,57283
"Bonneville",1948,"Shad",8421,NA,NA
"Bonneville",1948,"Lamprey",143815,NA,NA
